订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额,下单日期,下单小时,下单星期,是否周末,下单月份,付款延迟(小时),是否付款,是否退款,实际收入,退款比例,金额段,下单时段
14072,336.0,0.0,河北省,2025-02-26 12:04:00,,0.0,2025-02-26,12.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,上午(6-12)
14073,37.0,37.0,江苏省,2025-02-26 12:04:00,2025-02-26 12:04:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14074,128.0,0.0,贵州省,2025-02-26 12:04:00,2025-02-26 12:04:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14075,74.9,74.9,四川省,2025-02-26 12:03:00,2025-02-26 12:04:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.016666666666666666,1,0,74.9,0.0,50-100,上午(6-12)
14076,37.0,37.0,海南省,2025-02-26 12:03:00,2025-02-26 12:04:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,上午(6-12)
14077,45.0,45.0,陕西省,2025-02-26 12:03:00,2025-02-26 12:03:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,45.0,0.0,0-50,上午(6-12)
14078,336.0,0.0,河北省,2025-02-26 12:02:00,,0.0,2025-02-26,12.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,上午(6-12)
14079,144.0,144.0,上海市,2025-02-26 12:02:00,2025-02-26 12:02:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,144.0,0.0,100-200,上午(6-12)
14080,168.0,168.0,四川省,2025-02-26 12:01:00,2025-02-26 12:02:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.016666666666666666,1,0,168.0,0.0,100-200,上午(6-12)
14081,93.0,93.0,江苏省,2025-02-26 12:01:00,2025-02-26 12:06:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.08333333333333333,1,0,93.0,0.0,50-100,上午(6-12)
14082,69.0,0.0,广东省,2025-02-26 12:01:00,,0.0,2025-02-26,12.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14083,37.0,37.0,江苏省,2025-02-26 12:01:00,2025-02-26 12:01:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14084,192.0,192.0,湖南省,2025-02-26 12:01:00,2025-02-26 12:01:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,192.0,0.0,100-200,上午(6-12)
14085,266.0,0.0,广东省,2025-02-26 12:01:00,,0.0,2025-02-26,12.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,上午(6-12)
14086,128.0,0.0,贵州省,2025-02-26 12:00:00,2025-02-26 12:00:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14087,53.0,0.0,江苏省,2025-02-26 12:00:00,2025-02-26 12:00:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,0,0,0.0,0.0,50-100,上午(6-12)
14088,69.0,69.0,山西省,2025-02-26 12:00:00,2025-02-26 12:01:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.016666666666666666,1,0,69.0,0.0,50-100,上午(6-12)
14089,228.0,0.0,广东省,2025-02-26 12:00:00,,0.0,2025-02-26,12.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,200-500,上午(6-12)
14090,101.0,101.0,北京市,2025-02-26 12:00:00,2025-02-26 12:00:00,0.0,2025-02-26,12.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14091,168.0,0.0,湖北省,2025-02-26 11:59:00,2025-02-26 11:59:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14092,128.0,128.0,重庆市,2025-02-26 11:59:00,2025-02-26 11:59:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,128.0,0.0,100-200,上午(6-12)
14093,21.0,21.0,广东省,2025-02-26 11:59:00,2025-02-26 12:00:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,21.0,0.0,0-50,上午(6-12)
14094,119.0,119.0,天津市,2025-02-26 11:59:00,2025-02-26 12:23:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.4,1,0,119.0,0.0,100-200,上午(6-12)
14095,168.0,168.0,河南省,2025-02-26 11:58:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,168.0,0.0,100-200,上午(6-12)
14096,168.0,72.0,云南省,2025-02-26 11:58:00,2025-02-26 11:58:00,72.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,1,0.0,1.0,100-200,上午(6-12)
14097,85.0,85.0,安徽省,2025-02-26 11:58:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,85.0,0.0,50-100,上午(6-12)
14098,101.0,101.0,湖南省,2025-02-26 11:58:00,2025-02-26 11:59:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,101.0,0.0,100-200,上午(6-12)
14099,192.0,192.0,上海市,2025-02-26 11:58:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,192.0,0.0,100-200,上午(6-12)
14100,85.0,85.0,天津市,2025-02-26 11:57:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,85.0,0.0,50-100,上午(6-12)
14101,37.0,37.0,北京市,2025-02-26 11:57:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,上午(6-12)
14102,101.0,0.0,湖南省,2025-02-26 11:57:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,上午(6-12)
14103,45.0,0.0,浙江省,2025-02-26 11:57:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,上午(6-12)
14104,119.0,119.0,湖南省,2025-02-26 11:57:00,2025-02-26 11:57:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14105,53.0,53.0,四川省,2025-02-26 11:57:00,2025-02-26 11:57:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,53.0,0.0,50-100,上午(6-12)
14106,119.0,119.0,上海市,2025-02-26 11:56:00,2025-02-26 11:56:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14107,64.0,0.0,辽宁省,2025-02-26 11:56:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14108,119.0,119.0,上海市,2025-02-26 11:55:00,2025-02-26 11:55:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14109,232.0,232.0,黑龙江省,2025-02-26 11:55:00,2025-02-26 11:55:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,232.0,0.0,200-500,上午(6-12)
14110,96.0,96.0,江苏省,2025-02-26 11:55:00,2025-02-26 14:07:00,0.0,2025-02-26,11.0,2.0,0,2.0,2.2,1,0,96.0,0.0,50-100,上午(6-12)
14111,69.0,0.0,江苏省,2025-02-26 11:54:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14112,37.0,37.0,重庆市,2025-02-26 11:54:00,2025-02-26 11:54:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14113,69.0,69.0,北京市,2025-02-26 11:54:00,2025-02-26 11:54:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14114,37.0,0.0,云南省,2025-02-26 11:53:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14115,37.0,37.0,浙江省,2025-02-26 11:53:00,2025-02-26 11:53:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14116,136.0,136.0,重庆市,2025-02-26 11:53:00,2025-02-26 11:54:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,136.0,0.0,100-200,上午(6-12)
14117,69.0,69.0,辽宁省,2025-02-26 11:53:00,2025-02-26 12:25:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.5333333333333333,1,0,69.0,0.0,50-100,上午(6-12)
14118,69.0,69.0,上海市,2025-02-26 11:53:00,2025-02-26 11:53:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14119,168.0,168.0,重庆市,2025-02-26 11:53:00,2025-02-26 11:53:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,168.0,0.0,100-200,上午(6-12)
14120,336.0,336.0,广东省,2025-02-26 11:53:00,2025-02-26 11:53:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,336.0,0.0,200-500,上午(6-12)
14121,320.0,0.0,广东省,2025-02-26 11:52:00,2025-02-26 11:52:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,200-500,上午(6-12)
14122,576.0,576.0,宁夏回族自治区,2025-02-26 11:52:00,2025-02-26 11:54:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.03333333333333333,1,0,576.0,0.0,500-1000,上午(6-12)
14123,69.0,69.0,天津市,2025-02-26 11:52:00,2025-02-26 11:52:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14124,37.0,0.0,四川省,2025-02-26 11:51:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14125,69.0,69.0,河北省,2025-02-26 11:51:00,2025-02-26 11:51:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14126,21.0,21.0,广东省,2025-02-26 11:50:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,21.0,0.0,0-50,上午(6-12)
14127,45.0,45.0,江苏省,2025-02-26 11:50:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,45.0,0.0,0-50,上午(6-12)
14128,34.0,34.0,天津市,2025-02-26 11:50:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,34.0,0.0,0-50,上午(6-12)
14129,37.0,0.0,云南省,2025-02-26 11:50:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,0-50,上午(6-12)
14130,50.0,50.0,陕西省,2025-02-26 11:50:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,50.0,0.0,0-50,上午(6-12)
14131,53.0,53.0,重庆市,2025-02-26 11:49:00,2025-02-26 11:49:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,53.0,0.0,50-100,上午(6-12)
14132,53.0,53.0,江苏省,2025-02-26 11:49:00,2025-02-26 11:55:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.1,1,0,53.0,0.0,50-100,上午(6-12)
14133,81.0,0.0,辽宁省,2025-02-26 11:49:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14134,37.0,37.0,河南省,2025-02-26 11:49:00,2025-02-26 11:49:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14135,45.0,45.0,河南省,2025-02-26 11:48:00,2025-02-26 11:49:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,45.0,0.0,0-50,上午(6-12)
14136,192.0,192.0,山东省,2025-02-26 11:48:00,2025-02-26 11:48:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,192.0,0.0,100-200,上午(6-12)
14137,37.0,37.0,山东省,2025-02-26 11:48:00,2025-02-26 11:50:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.03333333333333333,1,0,37.0,0.0,0-50,上午(6-12)
14138,101.0,0.0,贵州省,2025-02-26 11:48:00,2025-02-26 11:48:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14139,199.0,199.0,四川省,2025-02-26 11:48:00,2025-02-26 11:48:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,199.0,0.0,100-200,上午(6-12)
14140,85.0,85.0,天津市,2025-02-26 11:48:00,2025-02-26 11:48:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,85.0,0.0,50-100,上午(6-12)
14141,101.0,101.0,重庆市,2025-02-26 11:48:00,2025-02-26 11:48:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14142,78.0,78.0,上海市,2025-02-26 11:47:00,2025-02-26 11:53:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.1,1,0,78.0,0.0,50-100,上午(6-12)
14143,66.0,0.0,辽宁省,2025-02-26 11:47:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14144,216.0,48.0,湖南省,2025-02-26 11:47:00,2025-02-26 11:52:00,48.0,2025-02-26,11.0,2.0,0,2.0,0.08333333333333333,1,1,0.0,1.0,200-500,上午(6-12)
14145,45.0,45.0,山东省,2025-02-26 11:47:00,2025-02-26 11:47:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,45.0,0.0,0-50,上午(6-12)
14146,37.0,37.0,江苏省,2025-02-26 11:47:00,2025-02-26 11:47:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14147,45.0,45.0,四川省,2025-02-26 11:47:00,2025-02-26 11:47:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,45.0,0.0,0-50,上午(6-12)
14148,101.0,101.0,山东省,2025-02-26 11:46:00,2025-02-26 11:47:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,101.0,0.0,100-200,上午(6-12)
14149,119.0,119.0,北京市,2025-02-26 11:46:00,2025-02-26 11:46:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14150,37.0,37.0,四川省,2025-02-26 11:46:00,2025-02-26 11:46:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14151,85.0,0.0,天津市,2025-02-26 11:46:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14152,1920.0,0.0,安徽省,2025-02-26 11:45:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,1000+,上午(6-12)
14153,119.0,0.0,北京市,2025-02-26 11:45:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,上午(6-12)
14154,34.9,0.0,吉林省,2025-02-26 11:45:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14155,37.0,0.0,河南省,2025-02-26 11:45:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14156,287.0,0.0,湖南省,2025-02-26 11:45:00,2025-02-26 11:45:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,200-500,上午(6-12)
14157,119.0,119.0,上海市,2025-02-26 11:44:00,2025-02-26 11:44:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14158,69.0,0.0,江苏省,2025-02-26 11:43:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,上午(6-12)
14159,37.0,37.0,四川省,2025-02-26 11:43:00,2025-02-26 11:43:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14160,224.0,0.0,云南省,2025-02-26 11:43:00,2025-02-26 11:43:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,200-500,上午(6-12)
14161,253.0,253.0,上海市,2025-02-26 11:43:00,2025-02-26 11:43:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,253.0,0.0,200-500,上午(6-12)
14162,69.0,69.0,贵州省,2025-02-26 11:43:00,2025-02-26 11:43:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14163,119.0,119.0,江苏省,2025-02-26 11:42:00,2025-02-26 11:43:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,119.0,0.0,100-200,上午(6-12)
14164,53.0,53.0,贵州省,2025-02-26 11:42:00,2025-02-26 11:42:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,53.0,0.0,50-100,上午(6-12)
14165,37.0,37.0,浙江省,2025-02-26 11:41:00,2025-02-26 11:41:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14166,192.0,192.0,四川省,2025-02-26 11:41:00,2025-02-26 11:41:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,192.0,0.0,100-200,上午(6-12)
14167,69.0,37.0,江西省,2025-02-26 11:41:00,2025-02-26 11:41:00,32.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,1,5.0,0.8648648648648649,50-100,上午(6-12)
14168,85.0,0.0,山东省,2025-02-26 11:40:00,2025-02-26 11:41:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,50-100,上午(6-12)
14169,74.9,0.0,四川省,2025-02-26 11:40:00,2025-02-26 11:40:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,50-100,上午(6-12)
14170,128.0,128.0,江苏省,2025-02-26 11:40:00,2025-02-26 19:31:00,0.0,2025-02-26,11.0,2.0,0,2.0,7.85,1,0,128.0,0.0,100-200,上午(6-12)
14171,119.0,119.0,浙江省,2025-02-26 11:40:00,2025-02-26 11:40:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,119.0,0.0,100-200,上午(6-12)
14172,119.0,0.0,四川省,2025-02-26 11:40:00,2025-02-26 11:40:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14173,37.0,0.0,河南省,2025-02-26 11:39:00,2025-02-26 11:39:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,0-50,上午(6-12)
14174,53.0,0.0,安徽省,2025-02-26 11:39:00,2025-02-26 11:39:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,50-100,上午(6-12)
14175,45.0,45.0,上海市,2025-02-26 11:39:00,2025-02-26 11:39:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,45.0,0.0,0-50,上午(6-12)
14176,37.0,37.0,山东省,2025-02-26 11:38:00,2025-02-26 11:39:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,上午(6-12)
14177,85.0,85.0,河南省,2025-02-26 11:38:00,2025-02-26 11:38:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,85.0,0.0,50-100,上午(6-12)
14178,160.0,160.0,四川省,2025-02-26 11:38:00,2025-02-26 11:38:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,160.0,0.0,100-200,上午(6-12)
14179,195.0,195.0,江西省,2025-02-26 11:37:00,2025-02-26 11:37:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,195.0,0.0,100-200,上午(6-12)
14180,66.0,66.0,上海市,2025-02-26 11:37:00,2025-02-26 11:37:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,66.0,0.0,50-100,上午(6-12)
14181,37.0,37.0,重庆市,2025-02-26 11:36:00,2025-02-26 11:37:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,上午(6-12)
14182,144.0,0.0,辽宁省,2025-02-26 11:36:00,2025-02-26 11:36:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14183,69.0,0.0,北京市,2025-02-26 11:36:00,2025-02-26 11:36:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,50-100,上午(6-12)
14184,119.0,0.0,上海市,2025-02-26 11:35:00,2025-02-26 11:36:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,上午(6-12)
14185,45.0,0.0,辽宁省,2025-02-26 11:35:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14186,37.0,37.0,上海市,2025-02-26 11:35:00,2025-02-26 11:35:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14187,101.0,101.0,河南省,2025-02-26 11:35:00,2025-02-26 11:35:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14188,37.0,0.0,河北省,2025-02-26 11:35:00,2025-02-26 11:58:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.38333333333333336,0,0,0.0,0.0,0-50,上午(6-12)
14189,101.0,101.0,内蒙古自治区,2025-02-26 11:35:00,2025-02-26 12:30:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.9166666666666666,1,0,101.0,0.0,100-200,上午(6-12)
14190,69.0,69.0,重庆市,2025-02-26 11:33:00,2025-02-26 11:34:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,69.0,0.0,50-100,上午(6-12)
14191,34.9,0.0,广东省,2025-02-26 11:33:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14192,104.0,0.0,辽宁省,2025-02-26 11:33:00,2025-02-26 11:33:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,100-200,上午(6-12)
14193,69.0,69.0,山西省,2025-02-26 11:32:00,2025-02-26 11:32:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14194,287.0,287.0,江苏省,2025-02-26 11:32:00,2025-02-26 11:32:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,287.0,0.0,200-500,上午(6-12)
14195,85.0,85.0,内蒙古自治区,2025-02-26 11:32:00,2025-02-26 11:32:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,85.0,0.0,50-100,上午(6-12)
14196,69.0,69.0,广西壮族自治区,2025-02-26 11:32:00,2025-02-26 11:32:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,69.0,0.0,50-100,上午(6-12)
14197,144.0,0.0,北京市,2025-02-26 11:31:00,2025-02-26 11:33:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.03333333333333333,0,0,0.0,0.0,100-200,上午(6-12)
14198,37.0,37.0,北京市,2025-02-26 11:31:00,2025-02-26 11:31:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14199,120.0,120.0,安徽省,2025-02-26 11:30:00,2025-02-26 11:30:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,120.0,0.0,100-200,上午(6-12)
14200,139.0,0.0,湖南省,2025-02-26 11:30:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,上午(6-12)
14201,53.0,0.0,广东省,2025-02-26 11:30:00,2025-02-26 11:30:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,50-100,上午(6-12)
14202,119.0,0.0,江苏省,2025-02-26 11:29:00,2025-02-26 11:30:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,上午(6-12)
14203,336.0,0.0,天津市,2025-02-26 11:29:00,2025-02-26 11:29:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,200-500,上午(6-12)
14204,101.0,101.0,辽宁省,2025-02-26 11:28:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14205,53.0,53.0,重庆市,2025-02-26 11:28:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,53.0,0.0,50-100,上午(6-12)
14206,192.0,192.0,河北省,2025-02-26 11:28:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,192.0,0.0,100-200,上午(6-12)
14207,104.0,104.0,广东省,2025-02-26 11:28:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,104.0,0.0,100-200,上午(6-12)
14208,256.0,256.0,江苏省,2025-02-26 11:28:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,256.0,0.0,200-500,上午(6-12)
14209,168.0,0.0,山东省,2025-02-26 11:27:00,2025-02-26 11:28:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,上午(6-12)
14210,37.0,37.0,山东省,2025-02-26 11:27:00,2025-02-26 11:27:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14211,101.0,101.0,河南省,2025-02-26 11:27:00,2025-02-26 11:27:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14212,216.0,0.0,山东省,2025-02-26 11:26:00,2025-02-26 11:26:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,0,0,0.0,0.0,200-500,上午(6-12)
14213,21.0,21.0,江苏省,2025-02-26 11:25:00,2025-02-26 11:26:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,21.0,0.0,0-50,上午(6-12)
14214,37.0,37.0,吉林省,2025-02-26 11:25:00,2025-02-26 11:25:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,37.0,0.0,0-50,上午(6-12)
14215,34.0,34.0,山东省,2025-02-26 11:25:00,2025-02-26 11:25:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,34.0,0.0,0-50,上午(6-12)
14216,37.0,0.0,吉林省,2025-02-26 11:25:00,,0.0,2025-02-26,11.0,2.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,上午(6-12)
14217,101.0,101.0,上海市,2025-02-26 11:24:00,2025-02-26 11:24:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.0,1,0,101.0,0.0,100-200,上午(6-12)
14218,328.0,328.0,浙江省,2025-02-26 11:23:00,2025-02-26 11:24:00,0.0,2025-02-26,11.0,2.0,0,2.0,0.016666666666666666,1,0,328.0,0.0,200-500,上午(6-12)
