订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D32364,2025-08-18,S22578,东区,江苏省,苏州市,X113,783,117.0,91611.0,商品113,睫毛膏,彩妆,117.0,2025,8,3,0,0,0.0,1.0,3.0,286110.0
D33272,2025-04-06,S18189,东区,浙江省,嘉兴市,X004,125,211.0,26375.0,商品4,面膜,护肤品,211.0,2025,4,2,6,1,0.0,1.0,3.0,26375.0
D29528,2025-09-24,S15969,西区,陕西省,西安市,X054,827,83.0,68641.0,商品54,爽肤水,护肤品,83.0,2025,9,3,2,0,0.0,1.0,4.0,337106.0
D33388,2025-05-30,S14389,东区,安徽省,合肥市,X020,368,100.0,36800.0,商品20,眼霜,护肤品,100.0,2025,5,2,4,0,0.0,1.0,3.0,192890.0
D22925,2025-05-27,S18702,南区,广东省,珠海市,X091,918,214.0,196452.0,商品91,粉底,彩妆,214.0,2025,5,2,1,0,0.0,1.0,2.0,771977.0
D28846,2025-08-03,S15085,南区,广东省,深圳市,X036,1676,99.0,165924.0,商品36,面霜,护肤品,99.0,2025,8,3,6,1,0.0,1.0,2.0,550705.0
D33855,2025-06-23,S11596,南区,江西省,抚州市,X021,1508,59.0,88972.0,商品21,眼霜,护肤品,59.0,2025,6,2,0,0,0.0,1.0,2.0,188383.0
D26733,2025-02-09,S17985,北区,山东省,淄博市,X010,539,58.0,31262.0,商品10,面膜,护肤品,58.0,2025,2,1,6,1,0.0,1.0,1.0,533336.0
D30787,2025-04-30,S20033,东区,上海市,上海市,X108,379,223.0,84517.0,商品108,睫毛膏,彩妆,223.0,2025,4,2,2,0,0.0,1.0,3.0,769223.0
D28545,2025-05-19,S20675,南区,湖南省,永州市,X069,323,251.0,81073.0,商品69,防晒霜,护肤品,251.0,2025,5,2,0,0,0.0,1.0,2.0,745387.0
D30060,2025-06-08,S23045,南区,湖南省,永州市,X019,456,210.0,95760.0,商品19,眼霜,护肤品,210.0,2025,6,2,6,1,0.0,1.0,2.0,743439.0
D24355,2025-09-19,S22968,东区,湖北省,孝感市,X092,1056,67.0,70752.0,商品92,粉底,彩妆,67.0,2025,9,3,4,0,0.0,1.0,3.0,314224.0
D28128,2025-07-22,S11957,北区,山西省,忻州市,X064,1498,150.0,224700.0,商品64,隔离霜,护肤品,150.0,2025,7,3,1,0,0.0,1.0,1.0,698234.0
D30950,2025-08-09,S22553,东区,上海市,上海市,X054,600,83.0,49800.0,商品54,爽肤水,护肤品,83.0,2025,8,3,5,1,0.0,1.0,3.0,658842.0
D24810,2025-01-17,S20267,东区,江苏省,徐州市,X024,1627,235.0,382345.0,商品24,眼霜,护肤品,235.0,2025,1,1,4,0,0.0,1.0,3.0,617048.0
D23095,2025-08-02,S23008,西区,云南省,大理白族自治州,X020,244,100.0,24400.0,商品20,眼霜,护肤品,100.0,2025,8,3,5,1,0.0,1.0,4.0,320185.0
D23819,2025-06-04,S11674,东区,江苏省,扬州市,X088,1430,125.0,178750.0,商品88,粉底,彩妆,125.0,2025,6,2,2,0,0.0,1.0,3.0,761717.0
D30718,2025-06-17,S15310,南区,福建省,泉州市,X015,560,151.0,84560.0,商品15,面膜,护肤品,151.0,2025,6,2,1,0,0.0,1.0,2.0,554178.0
D27497,2025-04-13,S10859,东区,江苏省,南通市,X005,79,185.0,14615.0,商品5,面膜,护肤品,185.0,2025,4,2,6,1,0.0,1.0,3.0,1459231.0
D25599,2025-05-19,S22524,东区,江苏省,淮安市,X044,490,174.0,85260.0,商品44,洁面乳,护肤品,174.0,2025,5,2,0,0,0.0,1.0,3.0,642084.0
D31813,2025-05-11,S20834,西区,新疆维吾尔自治区,伊犁哈萨克自治州,X042,618,159.0,98262.0,商品42,洁面乳,护肤品,159.0,2025,5,2,6,1,0.0,1.0,4.0,98262.0
D22813,2025-04-22,S20405,北区,山东省,青岛市,X077,1398,247.0,345306.0,商品77,口红,彩妆,247.0,2025,4,2,1,0,0.0,1.0,1.0,578823.0
D31367,2025-05-07,S15489,南区,广东省,江门市,X013,1103,164.0,180892.0,商品13,面膜,护肤品,164.0,2025,5,2,2,0,0.0,1.0,2.0,529091.0
D29548,2025-01-17,S15175,南区,江西省,吉安市,X088,1551,125.0,193875.0,商品88,粉底,彩妆,125.0,2025,1,1,4,0,0.0,1.0,2.0,1737951.0
D23311,2025-09-20,S17833,南区,广东省,中山市,X061,629,203.0,127687.0,商品61,隔离霜,护肤品,203.0,2025,9,3,5,1,0.0,1.0,2.0,931417.0
D21450,2025-06-10,S18131,东区,浙江省,绍兴市,X079,1403,128.0,179584.0,商品79,口红,彩妆,128.0,2025,6,2,1,0,0.0,1.0,3.0,1538426.0
D27064,2025-07-26,S14536,东区,浙江省,温州市,X008,481,119.0,57239.0,商品8,面膜,护肤品,119.0,2025,7,3,5,1,0.0,1.0,3.0,420213.0
D30731,2025-04-04,S10311,西区,重庆市,重庆市,X046,1023,241.0,246543.0,商品46,洁面乳,护肤品,241.0,2025,4,2,4,0,0.0,1.0,4.0,630703.0
D33196,2025-05-11,S15439,南区,福建省,三明市,X077,1324,247.0,327028.0,商品77,口红,彩妆,247.0,2025,5,2,6,1,0.0,1.0,2.0,587529.0
D25610,2025-02-20,S23045,南区,湖南省,永州市,X026,774,101.0,78174.0,商品26,面霜,护肤品,101.0,2025,2,1,3,0,0.0,1.0,2.0,808436.0
D32127,2025-08-02,S13487,东区,浙江省,绍兴市,X014,621,86.0,53406.0,商品14,面膜,护肤品,86.0,2025,8,3,5,1,0.0,1.0,3.0,433032.0
D26680,2025-01-06,S22577,西区,四川省,南充市,X089,699,104.0,72696.0,商品89,粉底,彩妆,104.0,2025,1,1,0,0,0.0,1.0,4.0,685319.0
D32427,2025-06-13,S17325,西区,四川省,德阳市,X091,807,214.0,172698.0,商品91,粉底,彩妆,214.0,2025,6,2,4,0,0.0,1.0,4.0,825136.0
D21906,2025-02-14,S10141,东区,江苏省,苏州市,X029,568,154.0,87472.0,商品29,面霜,护肤品,154.0,2025,2,1,4,0,0.0,1.0,3.0,820757.0
D25923,2025-07-28,S17406,东区,江苏省,苏州市,X008,938,119.0,111622.0,商品8,面膜,护肤品,119.0,2025,7,3,0,0,0.0,1.0,3.0,860476.0
D31862,2025-06-23,S21696,西区,四川省,成都市,X108,253,223.0,56419.0,商品108,睫毛膏,彩妆,223.0,2025,6,2,0,0,0.0,1.0,4.0,116173.0
D28106,2025-01-16,S11908,东区,江苏省,无锡市,X088,1249,125.0,156125.0,商品88,粉底,彩妆,125.0,2025,1,1,3,0,0.0,1.0,3.0,626531.0
D27621,2025-01-09,S16184,南区,广西壮族自治区,北海市,X024,1101,235.0,258735.0,商品24,眼霜,护肤品,235.0,2025,1,1,3,0,0.0,1.0,2.0,410040.0
D22859,2025-06-18,S10136,南区,广东省,东莞市,X008,587,119.0,69853.0,商品8,面膜,护肤品,119.0,2025,6,2,2,0,0.0,1.0,2.0,344630.0
D21803,2025-09-08,S17455,北区,河北省,石家庄市,X030,995,237.0,235815.0,商品30,面霜,护肤品,237.0,2025,9,3,0,0,0.0,1.0,1.0,676853.0
D24772,2025-06-07,S22693,西区,四川省,德阳市,X048,587,61.0,35807.0,商品48,爽肤水,护肤品,61.0,2025,6,2,5,1,0.0,1.0,4.0,48863.0
D23747,2025-09-20,S19890,南区,广东省,汕尾市,X031,1728,86.0,148608.0,商品31,面霜,护肤品,86.0,2025,9,3,5,1,0.0,1.0,2.0,875495.0
D25133,2025-09-27,S16330,南区,广西壮族自治区,梧州市,X024,367,235.0,86245.0,商品24,眼霜,护肤品,235.0,2025,9,3,5,1,0.0,1.0,2.0,788738.0
D33608,2025-04-03,S17812,北区,山西省,长治市,X076,733,115.0,84295.0,商品76,防晒霜,护肤品,115.0,2025,4,2,3,0,0.0,1.0,1.0,991063.0
D31660,2025-09-03,S10825,南区,广东省,佛山市,X094,194,94.0,18236.0,商品94,粉底,彩妆,94.0,2025,9,3,2,0,0.0,1.0,2.0,183551.0
D27363,2025-05-13,S13578,东区,上海市,上海市,X046,835,241.0,201235.0,商品46,洁面乳,护肤品,241.0,2025,5,2,1,0,0.0,1.0,3.0,690227.0
D27564,2025-05-24,S21656,南区,广东省,中山市,X014,577,86.0,49622.0,商品14,面膜,护肤品,86.0,2025,5,2,5,1,0.0,1.0,2.0,935375.0
D28924,2025-01-15,S17471,北区,吉林省,长春市,X046,1130,241.0,272330.0,商品46,洁面乳,护肤品,241.0,2025,1,1,2,0,0.0,1.0,1.0,1315644.0
D21830,2025-05-13,S21760,北区,北京市,北京市,X011,1159,226.0,261934.0,商品11,面膜,护肤品,226.0,2025,5,2,1,0,0.0,1.0,1.0,935994.0
D22819,2025-07-17,S10286,南区,福建省,莆田市,X057,994,245.0,243530.0,商品57,爽肤水,护肤品,245.0,2025,7,3,3,0,0.0,1.0,2.0,843623.0
D25836,2025-04-21,S17565,西区,陕西省,渭南市,X051,501,203.0,101703.0,商品51,爽肤水,护肤品,203.0,2025,4,2,0,0,0.0,1.0,4.0,880375.0
D21366,2025-02-14,S20293,东区,江苏省,南京市,X078,785,116.0,91060.0,商品78,口红,彩妆,116.0,2025,2,1,4,0,0.0,1.0,3.0,394733.0
D25367,2025-08-09,S15649,南区,湖南省,衡阳市,X049,353,226.0,79778.0,商品49,爽肤水,护肤品,226.0,2025,8,3,5,1,0.0,1.0,2.0,611640.0
D28994,2025-05-26,S20837,南区,福建省,泉州市,X072,707,62.0,43834.0,商品72,防晒霜,护肤品,62.0,2025,5,2,0,0,0.0,1.0,2.0,43834.0
D30591,2025-09-28,S20614,南区,广西壮族自治区,来宾市,X068,220,225.0,49500.0,商品68,防晒霜,护肤品,225.0,2025,9,3,6,1,0.0,1.0,2.0,415412.0
D29642,2025-06-05,S11546,东区,江苏省,泰州市,X003,10,168.0,1680.0,商品3,面膜,护肤品,168.0,2025,6,2,3,0,0.0,1.0,3.0,170269.0
D32097,2025-08-16,S10057,西区,甘肃省,兰州市,X007,582,213.0,123966.0,商品7,面膜,护肤品,213.0,2025,8,3,5,1,0.0,1.0,4.0,123966.0
D23585,2025-04-18,S18955,南区,广东省,佛山市,X022,1569,158.0,247902.0,商品22,眼霜,护肤品,158.0,2025,4,2,4,0,0.0,1.0,2.0,1170842.0
D21841,2025-01-22,S14630,东区,江苏省,无锡市,X050,507,143.0,72501.0,商品50,爽肤水,护肤品,143.0,2025,1,1,2,0,0.0,1.0,3.0,784781.0
D27833,2025-09-12,S15489,南区,广东省,江门市,X029,201,154.0,30954.0,商品29,面霜,护肤品,154.0,2025,9,3,4,0,0.0,1.0,2.0,688571.0
D26871,2025-01-18,S11104,北区,辽宁省,抚顺市,X075,489,126.0,61614.0,商品75,防晒霜,护肤品,126.0,2025,1,1,5,1,0.0,1.0,1.0,595024.0
D28549,2025-09-30,S11602,东区,浙江省,金华市,X030,1015,237.0,240555.0,商品30,面霜,护肤品,237.0,2025,9,3,1,0,0.0,1.0,3.0,1075701.0
D21952,2025-09-17,S18445,北区,河北省,沧州市,X089,384,104.0,39936.0,商品89,粉底,彩妆,104.0,2025,9,3,2,0,0.0,1.0,1.0,287666.0
D23777,2025-08-31,S10671,北区,河北省,廊坊市,X089,1947,104.0,202488.0,商品89,粉底,彩妆,104.0,2025,8,3,6,1,0.0,1.0,1.0,560373.0
D23212,2025-08-25,S21255,西区,四川省,内江市,X044,471,174.0,81954.0,商品44,洁面乳,护肤品,174.0,2025,8,3,0,0,0.0,1.0,4.0,562692.0
D22509,2025-07-19,S10098,南区,广西壮族自治区,柳州市,X072,1687,62.0,104594.0,商品72,防晒霜,护肤品,62.0,2025,7,3,5,1,0.0,1.0,2.0,576611.0
D28927,2025-05-20,S17072,东区,江苏省,苏州市,X015,943,151.0,142393.0,商品15,面膜,护肤品,151.0,2025,5,2,1,0,0.0,1.0,3.0,525140.0
D29455,2025-08-07,S11381,北区,辽宁省,锦州市,X064,165,150.0,24750.0,商品64,隔离霜,护肤品,150.0,2025,8,3,3,0,0.0,1.0,1.0,915170.0
D27650,2025-01-22,S13861,东区,上海市,上海市,X017,683,213.0,145479.0,商品17,眼霜,护肤品,213.0,2025,1,1,2,0,0.0,1.0,3.0,773506.0
D22577,2025-02-12,S10451,东区,江苏省,泰州市,X044,1379,174.0,239946.0,商品44,洁面乳,护肤品,174.0,2025,2,1,2,0,0.0,1.0,3.0,854618.0
D22389,2025-06-29,S22032,东区,江苏省,苏州市,X058,759,239.0,181401.0,商品58,爽肤水,护肤品,239.0,2025,6,2,6,1,0.0,1.0,3.0,421522.0
D25627,2025-07-01,S10580,东区,安徽省,宿州市,X032,582,158.0,91956.0,商品32,面霜,护肤品,158.0,2025,7,3,1,0,0.0,1.0,3.0,1052344.0
D25908,2025-08-09,S20391,东区,上海市,上海市,X047,1396,192.0,268032.0,商品47,爽肤水,护肤品,192.0,2025,8,3,5,1,0.0,1.0,3.0,792140.0
D22845,2025-08-20,S17656,东区,安徽省,阜阳市,X047,363,192.0,69696.0,商品47,爽肤水,护肤品,192.0,2025,8,3,2,0,0.0,1.0,3.0,787418.0
D26583,2025-02-15,S11581,东区,江苏省,南京市,X030,1231,237.0,291747.0,商品30,面霜,护肤品,237.0,2025,2,1,5,1,0.0,1.0,3.0,905587.0
D25077,2025-04-02,S13802,东区,江苏省,盐城市,X059,500,56.0,28000.0,商品59,隔离霜,护肤品,56.0,2025,4,2,2,0,0.0,1.0,3.0,1064671.0
D31840,2025-06-01,S17243,东区,江苏省,淮安市,X029,584,154.0,89936.0,商品29,面霜,护肤品,154.0,2025,6,2,6,1,0.0,1.0,3.0,903753.0
D33823,2025-05-12,S17016,北区,黑龙江省,绥化市,X070,41,242.0,9922.0,商品70,防晒霜,护肤品,242.0,2025,5,2,0,0,0.0,1.0,1.0,627993.0
D30076,2025-05-31,S19840,西区,云南省,德宏傣族景颇族自治州,X001,805,121.0,97405.0,商品1,面膜,护肤品,121.0,2025,5,2,5,1,0.0,1.0,4.0,588699.0
D34102,2025-09-21,S16310,东区,安徽省,宿州市,X019,1179,210.0,247590.0,商品19,眼霜,护肤品,210.0,2025,9,3,6,1,0.0,1.0,3.0,418980.0
D33365,2025-04-16,S17476,东区,湖北省,武汉市,X108,1524,223.0,339852.0,商品108,睫毛膏,彩妆,223.0,2025,4,2,2,0,0.0,1.0,3.0,597674.0
D30725,2025-04-05,S12163,南区,广西壮族自治区,桂林市,X080,381,72.0,27432.0,商品80,口红,彩妆,72.0,2025,4,2,5,1,0.0,1.0,2.0,650702.0
D27079,2025-08-24,S13033,东区,上海市,上海市,X088,45,125.0,5625.0,商品88,粉底,彩妆,125.0,2025,8,3,6,1,0.0,1.0,3.0,373375.0
D22465,2025-04-08,S19238,东区,浙江省,杭州市,X017,176,213.0,37488.0,商品17,眼霜,护肤品,213.0,2025,4,2,1,0,0.0,1.0,3.0,185612.0
D24183,2025-06-28,S18911,东区,浙江省,台州市,X050,718,143.0,102674.0,商品50,爽肤水,护肤品,143.0,2025,6,2,5,1,0.0,1.0,3.0,476330.0
D24275,2025-09-15,S13106,北区,山东省,青岛市,X071,45,253.0,11385.0,商品71,防晒霜,护肤品,253.0,2025,9,3,0,0,0.0,1.0,1.0,362893.0
D21419,2025-02-11,S19139,北区,河南省,驻马店市,X041,619,212.0,131228.0,商品41,洁面乳,护肤品,212.0,2025,2,1,1,0,0.0,1.0,1.0,803338.0
D24087,2025-04-29,S14319,北区,山东省,临沂市,X027,1063,164.0,174332.0,商品27,面霜,护肤品,164.0,2025,4,2,1,0,0.0,1.0,1.0,834508.0
D24218,2025-01-31,S17565,西区,陕西省,渭南市,X007,624,213.0,132912.0,商品7,面膜,护肤品,213.0,2025,1,1,4,0,0.0,1.0,4.0,320068.0
D23058,2025-06-27,S19684,西区,新疆维吾尔自治区,阿克苏地区,X047,1207,192.0,231744.0,商品47,爽肤水,护肤品,192.0,2025,6,2,4,0,0.0,1.0,4.0,689234.0
D27760,2025-07-20,S10902,北区,吉林省,延边朝鲜族自治州,X004,345,211.0,72795.0,商品4,面膜,护肤品,211.0,2025,7,3,6,1,0.0,1.0,1.0,746738.0
D25374,2025-06-17,S20464,西区,四川省,南充市,X071,881,253.0,222893.0,商品71,防晒霜,护肤品,253.0,2025,6,2,1,0,0.0,1.0,4.0,1482738.0
D31212,2025-09-22,S10419,南区,广东省,佛山市,X009,744,92.0,68448.0,商品9,面膜,护肤品,92.0,2025,9,3,0,0,0.0,1.0,2.0,1296767.0
D27489,2025-04-22,S12270,东区,江苏省,淮安市,X037,506,195.0,98670.0,商品37,面霜,护肤品,195.0,2025,4,2,1,0,0.0,1.0,3.0,671054.0
D29996,2025-07-23,S19738,东区,江苏省,徐州市,X041,1516,212.0,321392.0,商品41,洁面乳,护肤品,212.0,2025,7,3,2,0,0.0,1.0,3.0,755012.0
D30612,2025-06-19,S15317,南区,海南省,海南省直辖,X001,1017,121.0,123057.0,商品1,面膜,护肤品,121.0,2025,6,2,3,0,0.0,1.0,2.0,478831.0
D28960,2025-08-04,S22142,西区,四川省,泸州市,X044,925,174.0,160950.0,商品44,洁面乳,护肤品,174.0,2025,8,3,0,0,0.0,1.0,4.0,446682.0
D25870,2025-06-28,S19095,东区,上海市,上海市,X028,258,140.0,36120.0,商品28,面霜,护肤品,140.0,2025,6,2,5,1,0.0,1.0,3.0,444283.0
D32274,2025-05-14,S15863,北区,辽宁省,大连市,X012,1457,252.0,367164.0,商品12,面膜,护肤品,252.0,2025,5,2,2,0,0.0,1.0,1.0,1502475.0
D25170,2025-05-24,S14649,南区,广东省,广州市,X039,767,108.0,82836.0,商品39,面霜,护肤品,108.0,2025,5,2,5,1,0.0,1.0,2.0,839554.0
D29248,2025-06-25,S20797,北区,河北省,廊坊市,X076,779,115.0,89585.0,商品76,防晒霜,护肤品,115.0,2025,6,2,2,0,0.0,1.0,1.0,538335.0
D28763,2025-08-21,S15852,东区,江苏省,无锡市,X085,868,233.0,202244.0,商品85,口红,彩妆,233.0,2025,8,3,3,0,0.0,1.0,3.0,894913.0
D31116,2025-05-31,S22578,东区,江苏省,苏州市,X042,851,159.0,135309.0,商品42,洁面乳,护肤品,159.0,2025,5,2,5,1,0.0,1.0,3.0,490405.0
D27539,2025-06-20,S10865,北区,内蒙古自治区,呼和浩特市,X075,540,126.0,68040.0,商品75,防晒霜,护肤品,126.0,2025,6,2,4,0,0.0,1.0,1.0,455653.0
D26675,2025-09-21,S17953,北区,河北省,秦皇岛市,X047,560,192.0,107520.0,商品47,爽肤水,护肤品,192.0,2025,9,3,6,1,0.0,1.0,1.0,861118.0
D25965,2025-05-21,S21059,东区,江苏省,泰州市,X052,287,102.0,29274.0,商品52,爽肤水,护肤品,102.0,2025,5,2,2,0,0.0,1.0,3.0,616006.0
D30050,2025-09-03,S19309,南区,广东省,深圳市,X029,1196,154.0,184184.0,商品29,面霜,护肤品,154.0,2025,9,3,2,0,0.0,1.0,2.0,737396.0
D28125,2025-08-18,S20112,南区,广西壮族自治区,北海市,X090,417,197.0,82149.0,商品90,粉底,彩妆,197.0,2025,8,3,0,0,0.0,1.0,2.0,571157.0
D25095,2025-04-17,S13281,南区,湖南省,长沙市,X094,1184,94.0,111296.0,商品94,粉底,彩妆,94.0,2025,4,2,3,0,0.0,1.0,2.0,486458.0
D22706,2025-04-04,S15863,北区,辽宁省,大连市,X072,1748,62.0,108376.0,商品72,防晒霜,护肤品,62.0,2025,4,2,4,0,0.0,1.0,1.0,1254539.0
D26540,2025-09-07,S12746,东区,浙江省,金华市,X013,1170,164.0,191880.0,商品13,面膜,护肤品,164.0,2025,9,3,6,1,0.0,1.0,3.0,708005.0
D22384,2025-07-19,S15317,南区,海南省,海南省直辖,X027,838,164.0,137432.0,商品27,面霜,护肤品,164.0,2025,7,3,5,1,0.0,1.0,2.0,567198.0
D23033,2025-06-11,S10570,北区,辽宁省,沈阳市,X024,1402,235.0,329470.0,商品24,眼霜,护肤品,235.0,2025,6,2,2,0,0.0,1.0,1.0,803849.0
D26656,2025-01-06,S19706,南区,广西壮族自治区,梧州市,X022,557,158.0,88006.0,商品22,眼霜,护肤品,158.0,2025,1,1,0,0,0.0,1.0,2.0,247854.0
D29184,2025-07-11,S16672,北区,河北省,承德市,X025,1534,102.0,156468.0,商品25,眼霜,护肤品,102.0,2025,7,3,4,0,0.0,1.0,1.0,562144.0
D29987,2025-05-05,S10430,北区,河北省,保定市,X005,636,185.0,117660.0,商品5,面膜,护肤品,185.0,2025,5,2,0,0,0.0,1.0,1.0,496347.0
D25952,2025-08-19,S21168,东区,安徽省,蚌埠市,X080,1477,72.0,106344.0,商品80,口红,彩妆,72.0,2025,8,3,1,0,0.0,1.0,3.0,706043.0
D32059,2025-04-01,S17236,东区,上海市,上海市,X072,759,62.0,47058.0,商品72,防晒霜,护肤品,62.0,2025,4,2,1,0,0.0,1.0,3.0,210757.0
D21228,2025-06-19,S11622,东区,安徽省,淮北市,X095,36,107.0,3852.0,商品95,眼影,彩妆,107.0,2025,6,2,3,0,0.0,1.0,3.0,520754.0
D25614,2025-08-08,S11368,东区,浙江省,杭州市,X101,1232,173.0,213136.0,商品101,睫毛膏,彩妆,173.0,2025,8,3,4,0,0.0,1.0,3.0,953095.0
D30202,2025-02-23,S21514,南区,广东省,深圳市,X039,1577,108.0,170316.0,商品39,面霜,护肤品,108.0,2025,2,1,6,1,0.0,1.0,2.0,484630.0
D24333,2025-06-19,S23256,南区,福建省,福州市,X065,619,140.0,86660.0,商品65,隔离霜,护肤品,140.0,2025,6,2,3,0,0.0,1.0,2.0,1412029.0
D22853,2025-02-15,S14137,东区,上海市,上海市,X088,1218,125.0,152250.0,商品88,粉底,彩妆,125.0,2025,2,1,5,1,0.0,1.0,3.0,521238.0
D26520,2025-05-14,S17399,东区,湖北省,湖北省直辖,X003,856,168.0,143808.0,商品3,面膜,护肤品,168.0,2025,5,2,2,0,0.0,1.0,3.0,627357.0
D26061,2025-02-14,S19517,南区,广西壮族自治区,柳州市,X047,855,192.0,164160.0,商品47,爽肤水,护肤品,192.0,2025,2,1,4,0,0.0,1.0,2.0,628508.0
D23756,2025-05-12,S15908,西区,四川省,自贡市,X063,1065,162.0,172530.0,商品63,隔离霜,护肤品,162.0,2025,5,2,0,0,0.0,1.0,4.0,1335262.0
D29216,2025-08-29,S17309,东区,安徽省,合肥市,X021,1482,59.0,87438.0,商品21,眼霜,护肤品,59.0,2025,8,3,4,0,0.0,1.0,3.0,479351.0
D28013,2025-07-27,S13119,东区,江苏省,苏州市,X078,1222,116.0,141752.0,商品78,口红,彩妆,116.0,2025,7,3,6,1,0.0,1.0,3.0,863248.0
D25278,2025-08-27,S19890,南区,广东省,汕尾市,X013,1696,164.0,278144.0,商品13,面膜,护肤品,164.0,2025,8,3,2,0,0.0,1.0,2.0,1512101.0
D23738,2025-05-18,S20747,东区,浙江省,宁波市,X027,81,164.0,13284.0,商品27,面霜,护肤品,164.0,2025,5,2,6,1,0.0,1.0,3.0,582022.0
D24212,2025-06-19,S15014,西区,重庆市,重庆市,X040,804,142.0,114168.0,商品40,面霜,护肤品,142.0,2025,6,2,3,0,0.0,1.0,4.0,427377.0
D22161,2025-08-26,S17903,东区,浙江省,丽水市,X077,1186,247.0,292942.0,商品77,口红,彩妆,247.0,2025,8,3,1,0,0.0,1.0,3.0,879162.0
D27399,2025-08-26,S13298,东区,安徽省,安庆市,X004,1175,211.0,247925.0,商品4,面膜,护肤品,211.0,2025,8,3,1,0,0.0,1.0,3.0,886525.0
D21484,2025-01-18,S11871,西区,云南省,昆明市,X008,1088,119.0,129472.0,商品8,面膜,护肤品,119.0,2025,1,1,5,1,0.0,1.0,4.0,557709.0
D27724,2025-08-06,S15803,西区,贵州省,黔东南州,X071,1324,253.0,334972.0,商品71,防晒霜,护肤品,253.0,2025,8,3,2,0,0.0,1.0,4.0,656918.0
D23293,2025-02-12,S14525,东区,安徽省,黄山市,X044,1159,174.0,201666.0,商品44,洁面乳,护肤品,174.0,2025,2,1,2,0,0.0,1.0,3.0,890841.0
D21089,2025-06-06,S16709,南区,福建省,泉州市,X041,535,212.0,113420.0,商品41,洁面乳,护肤品,212.0,2025,6,2,4,0,0.0,1.0,2.0,307760.0
D21171,2025-08-28,S16488,西区,重庆市,重庆市,X050,874,143.0,124982.0,商品50,爽肤水,护肤品,143.0,2025,8,3,3,0,0.0,1.0,4.0,592941.0
D22101,2025-08-26,S18197,东区,江苏省,徐州市,X062,985,239.0,235415.0,商品62,隔离霜,护肤品,239.0,2025,8,3,1,0,0.0,1.0,3.0,1327308.0
D28445,2025-09-04,S14033,东区,浙江省,宁波市,X015,670,151.0,101170.0,商品15,面膜,护肤品,151.0,2025,9,3,3,0,0.0,1.0,3.0,215378.0
D22575,2025-02-01,S18388,东区,江苏省,南京市,X037,48,195.0,9360.0,商品37,面霜,护肤品,195.0,2025,2,1,5,1,0.0,1.0,3.0,659407.0
D31078,2025-04-08,S10902,北区,吉林省,延边朝鲜族自治州,X088,711,125.0,88875.0,商品88,粉底,彩妆,125.0,2025,4,2,1,0,0.0,1.0,1.0,670482.0
D27971,2025-08-14,S15036,东区,江苏省,宿迁市,X018,235,212.0,49820.0,商品18,眼霜,护肤品,212.0,2025,8,3,3,0,0.0,1.0,3.0,1074025.0
D26146,2025-07-27,S13535,西区,重庆市,重庆市,X005,981,185.0,181485.0,商品5,面膜,护肤品,185.0,2025,7,3,6,1,0.0,1.0,4.0,535397.0
D31652,2025-06-09,S16650,西区,四川省,达州市,X071,1725,253.0,436425.0,商品71,防晒霜,护肤品,253.0,2025,6,2,0,0,0.0,1.0,4.0,689025.0
D21344,2025-09-02,S22268,北区,山东省,东营市,X067,1396,212.0,295952.0,商品67,隔离霜,护肤品,212.0,2025,9,3,1,0,0.0,1.0,1.0,444079.0
D26820,2025-07-28,S15600,南区,广东省,广州市,X038,1571,102.0,160242.0,商品38,面霜,护肤品,102.0,2025,7,3,0,0,0.0,1.0,2.0,623188.0
D32246,2025-04-15,S16637,东区,江苏省,无锡市,X001,43,121.0,5203.0,商品1,面膜,护肤品,121.0,2025,4,2,1,0,0.0,1.0,3.0,371772.0
D33408,2025-09-14,S18720,西区,贵州省,贵阳市,X045,221,205.0,45305.0,商品45,洁面乳,护肤品,205.0,2025,9,3,6,1,0.0,1.0,4.0,591079.0
D25791,2025-01-05,S17656,东区,安徽省,阜阳市,X046,764,241.0,184124.0,商品46,洁面乳,护肤品,241.0,2025,1,1,6,1,0.0,1.0,3.0,543963.0
D25470,2025-09-21,S12385,南区,广东省,广州市,X057,1517,245.0,371665.0,商品57,爽肤水,护肤品,245.0,2025,9,3,6,1,0.0,1.0,2.0,1035325.0
D24872,2025-07-30,S14812,南区,广东省,东莞市,X009,1169,92.0,107548.0,商品9,面膜,护肤品,92.0,2025,7,3,2,0,0.0,1.0,2.0,816264.0
D24989,2025-06-08,S21536,东区,浙江省,温州市,X085,672,233.0,156576.0,商品85,口红,彩妆,233.0,2025,6,2,6,1,0.0,1.0,3.0,822938.0
D31126,2025-02-19,S22714,西区,云南省,楚雄彝族自治州,X059,368,56.0,20608.0,商品59,隔离霜,护肤品,56.0,2025,2,1,2,0,0.0,1.0,4.0,968748.0
D30531,2025-09-19,S18666,南区,广东省,云浮市,X010,1752,58.0,101616.0,商品10,面膜,护肤品,58.0,2025,9,3,4,0,0.0,1.0,2.0,192696.0
D30052,2025-08-05,S16440,西区,宁夏回族自治区,银川市,X092,122,67.0,8174.0,商品92,粉底,彩妆,67.0,2025,8,3,1,0,0.0,1.0,4.0,725982.0
